b_Regneville,Regnéville
c_antiocheia,Antiocheia
c_aosta,Aosta
c_aoudaghost,Aoudaghost
c_aprutium,Aprutio
c_apulia,Melfi
c_aqtobe,Op
c_aquileia,Aquileia
c_aquino,Aquino
c_ar_ar,Al-Jawf
c_aracena,Mérida
c_araouane,Araouane
c_arbanon,Arbanon
c_arborea,Arborea
c_arcadia,Arkadia
c_archa,Berzieh
c_archelais,Archelaïs
c_arezzo,Arezzo
c_arghiyan,Arghiyán
c_argyll,Argyll
c_arigh,Arigh
c_arlon,Arlon
c_armagnac,Armagnac
c_arnsberg,Arnsberg
c_aror,Aror
c_arques,Arques
c_arrajan,Arrajan
c_arran,Arran
c_arta,Nikopolis
c_artaani,Artaani
c_artois,Artois
c_artsakh,Artsakh
c_asas,Ar-Raqqa
c_ascalon,Ascalon
c_ashli,Ashli
c_asir,Asir
c_asirgarh,Asirgarh
c_asmena,Asmena
c_asni,Asni
c_asosa,Asosa
c_assab,Assab
c_asti,Asti
c_astorga,Astorga
c_asturias_de_oviedo,Asturias de Oviedo
c_asturias_de_santillana,Asturias de Santillana
c_aswan,Aswan
c_asyut,Asyut
c_atbara,Atbara
c_atheniai,Attika
c_atholl,Atholl
c_atlas_mnt,Táhart
c_attaleia,Attáleia
c_attundaland,Attundaland
c_atzele,Atzele
c_augsburg,Augsburg
c_aukshayts,Lietuva
c_aunis,Aunis
c_austisland,Austurland
c_auvergne,Auvèrnhe
c_auxerre,Auxerre
c_auxois,Auxois
c_avila,Avila
c_avranches,Avranches
c_awkar,Awkar
c_ayaguz,Ayaguz
c_aydhab,Aydhab
c_az_zarqa,Azraq
c_azerbaijan,Muqan
c_azov,Azaq
c_baalbek,Bekaa
c_bacau,Bacau
c_bacs,Bodrog
c_badajoz,Badajoz
c_badakhshan,Badakhshán
c_baden,Baden
c_badghis,Bádghís
c_baghdad,Baghdad
c_baghk,Baghk
c_bagirmi,Bagirmi
c_bagnacavallo,Bagnacavallo
c_bagrewand,Bagrewand
c_bahnasa,Bahnasa
c_bahrein,Bahrayn
c_bahriya,Bahriya
c_bakharz,Bákharz
c_balasaghun,Balasaghun
c_balkh,Balkh
c_balkhash,Balkhash
c_bamberg,Bamberg
c_bambuk,Bambuk
c_bamiyan,Bamiyan
c_bandava,Bandava
c_bannu,Bannu
c_bar,Bar
c_barcelona,Barcelona
c_bari,Conversano
c_bars,Bars
c_barskhan,Barskhan
c_barth,Barth
c_bartia,Bartia
c_basel,Basel
c_bashkirs,Aghidhel
c_basra,Basra
c_bayda,al-Ma'afir
c_bayeux,Bayeux
c_bearn,Bearn
c_beauvais,Beauvais
c_bedford,Bedford
c_beersheb,Naples
c_begemder,Begemdir
c_beirut,Beirut
c_beja,Beja
c_bejaija,Bidjáya
c_bekes,Bekes
c_belgard,Belgard
c_belgorod,Tighina
c_belgrade,Belgrad
c_beloozero,Beloozero
c_belz,Belz
c_benevento,Buonalbergo
c_benghazi,Barqa
c_beni_yanni,Jíjil
c_bentheim,Bentheim
c_berbera,Berbera
c_bereg,Somogy
c_beresty,Berestye
c_berg,Berg
c_bergamo,Bergamo
c_bergenshus,Horðaland
c_berks,Berkshire
c_bertinoro,Bertinoro
c_besancon,Besançon
c_bezhetsky_verh,Ladoga
c_beziers,Béziers
c_bhakkar,Bhakkar
c_bhera,Bhera
c_bhumilka,Bhumilka
c_bigorre,Bigorre
c_bihar,Bihar
c_bilbays,Bilbays
c_bilma,Bilma
c_bilyar,Bilär
c_binduku,Binduku
c_bira,Nasíbín
c_birlad,Bârlad
c_biserno,Volterra
c_biskra,Biskra
c_biyar,Biyár
c_bizerte,Banzart
c_bjarmia,Pinega
c_blamont,Blâmont
c_blankenburg,Blankenburg
c_blekinge,Blekyngh
c_blois,Blois
c_bod,Bod
c_boleslav,Kladsko
c_bologna,Romagna
c_bordeaux,Bordeaux
c_borgovalle,Borgovalle
c_bornholm,Burghændæholm
c_bornu,Bornu
c_bosco,Bosco
c_boulogne,Boulogne
c_bourbon,Bourbon
c_bourges,Bourges
c_brabant,Leuven
c_braga,Braga
c_braganza,Braganza
c_brandenburg,Mittelmark
c_branicevo,Branicevo
c_braslaw,Braslaw
c_braunschweig,Braunschweig
c_breda,Antwerpen
c_brega,Brega
c_brehna,Brehna
c_breifne,Leitrim
c_breisgau,Breisgau
c_bremen,Bremen
c_brescia,Brescia
c_bresse,Bresse
c_bribir,Bribir
c_brie,Brie
c_brno,Brno
c_brugge,Brugge
c_brussel,Brussel
c_bryansk,Bryansk
c_brycheiniog,Brycheiniog
c_buchan,Buchan
c_bucks,Buckinghamshire
c_buellt,Buellt
c_buhairya,Hawf Gharbí
c_bukhara,Bukhárá
c_bulgar,Bolgar
c_bur,Bur
c_bure,Bure
c_burgos,Burgos
c_burhanpur,Burhanpur
c_burtasy,Barysh
c_burzenland,Burzenland
c_busaso,Busaso
c_butana,Butana
c_buzachi,Buzachi
c_buzau,Buzau
c_byzantion,Konstantinoupolis
c_bznunik,Bznunik
c_caceres,Talavera
c_cadiz,Carmona
c_cadota,Niya
c_caesarea,Caesarea
c_cagliari,Cagliari
c_cairo,Cairo
c_caithness,Katanes
c_calatayud,Calatayud
c_calatrava,Calatrava
c_calw,Calw
c_cambrai,Cambrai
c_cambridge,Cambridge
c_camerino,Camerino
c_canarias,Gran Canaria
c_candhoba,Candhoba
c_capua,Aversa
c_carcassonne,Carcassona
c_carlades,Carlades
c_carrick,Carrick
c_casentino,Casentino
c_caspe,Caspe
c_castellon,Castellon
c_castelo_branco,Castelo Branco
c_catanzaro,Catanzaro
c_cavan,Cavan
c_cayor,Cayor
c_cebta,Sebta
c_ceccano,Ceccano
c_celje,Cilli
c_central_jylland,Central Jylland
c_cephalonia,Kephallenia
c_cerdanya,Cerdanya
c_ceredigion,Ceredigion
c_ceva,Ceva
c_chablais,Chablais
c_chaghaniyan,Chaghániyán
c_chaldea,Chaldia
c_chalkidike,Chalkidike
c_chalons,Chalons
c_champagne,Troyes
c_chandax,Khándax
c_chanderi,Chanderi
c_charolais,Charolais
c_charpete,Charpete
c_chartres,Chartres
c_chateaudun,Chateaudun
c_chauragarh,Chauragarh
c_chelm,Chelm
c_chelminskie,Chelmno
c_chernigov,Chernigov
c_cherson,Cherson
c_chester,Chester
c_chiny,Chiny
c_chios,Chios
c_chitrakut,Chitrakut
c_chortitza,Aq Samar
c_chrysopolis,Skoutarion
c_chud,Vaga
c_chur,Chur
c_chuvash,Sura
c_cieszyn,Racibórz
c_cinarca,Cinarca
c_cinnchardainn,Cinn Chardainn
c_clydesdale,Clydesdale
c_coimbra,Coimbra
c_comminges,Comminges
c_connacht,Mayo
c_consenza,Tarsia
c_constantia,Konstanta
c_constantine,Qustantína
c_cordoba,Cordoba
c_corfu,Kérkyra
c_cork,Cork
c_cornouaille,Gernev
c_cornwall,Cornwall
c_coruna,Trastámara
c_coustance,Coustance
c_cremona,Camisano
c_crimea,Qirim
c_csanad,Csanad
c_cuenca,Cuenca
c_cumberland,Cumberland
c_czersk,Czersk
c_dadhipadra,Dadhipadra
c_dagsburg,Dagsburg
c_dakhila,Dakhila
c_dal,Dal
c_dalarna,Järnbäraland 
c_daman,Daman
c_damascus,Ghúta
c_damman,Al-Qatif
c_damoh,Damoh
c_danakil,Danakil
c_dannenberg,Dannenberg
c_danzig,Danzig
c_darabjird,Darábjírd
c_darum,Darom
c_dasapura,Dasapura
c_dauphine_viennois,Viennois
c_dauphinedeauvergne,Dauphinedeauvergne
c_debul,Debul
c_deir,Anbar
c_delhi,Delhi
c_delta,Dimyát
c_deltuva,Deltuva
c_demetrias,Demetrias
c_denia,Denia
c_derbent,Derbent
c_derby,Derby
c_desht-i-kipchak,Vskol'
c_desmond,Kerry
c_devagiri,Devagiri
c_devon,Devon
c_dhamalpur,Dhamalpur
c_dhara,Dhara
c_dhofar,Zufar
c_dhu_zabi,Julfar
c_diafunu,Diafunu
c_dihistan,Dehestán
c_dijon,Dijon
c_dipalpur,Dipalpur
c_dithmarschen,Dithmarschen
c_djado,Djado
c_djanet,Djanet
c_djarma,Djarma
c_djenne,Djenné
c_djerba,Djerba
c_djolof,Djolof
c_dole,Dole
c_domazlice,Doudleby
c_don_portage,Terk
c_dongola,Dongola
c_donjikraji,Donji Kraji
c_dorogobuzh,Ostrog
c_dorostotum,Preslav
c_dorpat,Ugaunia
c_dorset,Dorset
c_dorylaion,Dorylaion
c_draa,Draa
c_dreux,Dreux
c_druck,Druck
c_druz,Takrit
c_dublin,Dublin
c_dunbar,Dunbar
c_dunbreatainn,Dun Breatainn
c_dunphris,Dun Phris
c_duqm,Duqm
c_durham,Durham
c_duvzare,Duvzare
c_dvaraka,Dvaraka
c_dwin,Dwin
c_dyfed,Dyfed
c_dyrrachion,Dyrrakhiou
c_dzopk,Dzopk
c_eastern_skane,Eastern skane
c_edessa,Edessa
c_eilat,Jabal Katrina
c_el-arish,El-Arish
c_el_rif,El-Ríf
c_elgolea,El Golea
c_ely,Ely
c_emil,Emil
c_empuries,Empuries
c_epeiros,Epeiros
c_ephesos,Ionía
c_eppenstein,Eppenstein
c_erbil,Erbil
c_esfahan,Isfahan
c_essex,Essex
c_este,Este
c_esztergom,Visegrád
c_eu,Eu
c_euboia,Euripos
c_eukhaita,Euchaita
c_euphrates,Sámarrá
c_everstein,Everstein
c_evora,Évora
c_evreux,Evreux
c_faereyar,Færeyar
c_famagusta,Ammókhõstos
c_farah,Faráh
c_faro,Faro
c_fayyum,Fayyum
c_feher,Fehér
c_fejer,Fejér
c_ferghana,Ferghana
c_ferrara,Rovigo
c_fes,Fás
c_fife,Fife
c_figuig,Figuig
c_finale,Finale
c_finland,Finland
c_finnmark,Rauðeyja
c_finnveden,Finnveden
c_firenze,Firenze
c_fjadrundaland,Fjadrundaland
c_foerde,Foerde
c_foggia,Monte Sant' Angelo
c_foix,Fois
c_fondi,Fondi
c_forcalquier,Forcalquier
c_forez,Forez
c_french_leon,Leon
c_frignano,Frignano
c_frisia,Friesland
c_furstenberg,Fürstenberg
c_fyn,Fyun
c_gabes,Gabes
c_gabiyaha,Nastaráwa
c_galam,Galam
c_galatia,Galatía
c_galaz,Basarabia
c_galich,Galich
c_galich_mersky,Galich Mersky
c_galindia,Galindia
c_galloway,Galloway
c_gallura,Gallura
c_gangra,Gangra
c_ganj-rustaq,Ganj Rustáq
c_gao,Gao
c_gar,Gar
c_gardman,Gardman
c_garhwal,Garhwal
c_gastrikland,Gästrikland
c_gatinas,Gatinas
c_gavi,Bobbio
c_gegyai,Gegyai
c_gelre,Wassenberg
c_gemer,Gyõr
c_geneve,Geneve
c_genoa,Genoa
c_gent,Gent
c_gevaudan,Gavaudan
c_ghadames,Ghadames
c_ghana,Ghana
c_gharchistan,Gharchistán
c_ghat,Ghat
c_ghazna,Ghazna
c_ghor,Ghór
c_gibelet,Gibelet
c_gilan,Gilan
c_gilgit,Gilgit
c_girona,Girona
c_gizeh,Gíza
c_glamorgan,Glywysing
c_gleiberg,Gleiberg
c_glogow,Glogów
c_gloucester,Gloucester
c_gnieznienskie,Gniezno
c_gobir,Gobir
c_godwad,Godwad
c_goghtn,Goghtn
c_gojjam,Gojjam
c_gomel,Gomel
c_gondar,Dembiya
c_gorodez,Gorodets-Radilov
c_gorz,Görz
c_gotland,Gotland
c_gottingen,Northeim
c_gowrie,Gowrie
c_graisivaudan,Graisvaudan
c_granada,Granada
c_grassland_cheremisa,Vütla
c_gravina,Gravina
c_groitzsch,Groitzsch
c_gruyere,Gruyère
c_guadalajara,Guadalajara
c_gudbrandzdalar,Gudbrandzdalar
c_gudensberg,Gudensberg
c_guines,Guines
c_guipuzcoa,Guipuzcoa
c_gurgan,Gurgán
c_guria,Guria
c_gurjaratra,Gurjaratra
c_gurma,Gurma
c_guryev,Saray-Jük
c_gutzkow,Gützkow
c_guzgan,Guzgán
c_gwalior,Gwalior
c_gwent,Gwent
c_gwynedd,Gwynedd
c_gwyr,Gwyr
c_haband,Haband
c_hail,Hail
c_hainaut,Mons
c_hajar,Nizwa
c_hajr,Al-Yamáma
c_halaban,Ranyá
c_halland,Syndræ Halland
c_halogaland,Hereyja
c_halsingland,Alir
c_hama,Hama
c_hamadan,Hamadan
c_hamaland,Hamaland
c_hamburg,Stormarn
c_hanau,Hanau
c_hanyan,Hunayn
c_harer,Adal
c_harran,Harran
c_hastinapura,Hastinapura
c_hayya,Bádi
c_hazarasp,Hazárasp
c_hazart,Hazart
c_hebron,St-Abraham
c_hedmark,Heiðmørk
c_helfenstein,Helfenstein
c_hellas,Naupaktos
c_henneberg,Henneberg
c_herakleia,Herakleia
c_hereford,Hereford
c_hereti,Hereti
c_herjedalen,Herjárdalr
c_hertford,Hertford
c_heves,Heves
c_hijaz,Al-Ula
c_hirschberg,Hirschberg
c_hisar,Hisar
c_hisn_kayf,Hisn Kayf
c_hlynov,Vice
c_hoggar,Hoggar
c_hohenlohe,Hohenlohe
c_holland,Holland
c_holstein,Rendsburg
c_homs,Hims
c_hont,Hont
c_hormuz,Hormuz
c_hoya,Hoya
c_hradec,Hradec
c_huesca,Huesca
c_hum,Podrinje
c_huntingdon,Huntingdon
c_hunza,Hunza
c_hvar,Hvar
c_hy_many,Hy Many
c_ialomita,Ialomita
c_iasi,Iasi
c_idhaj,Idhaj
c_idjil,Idjil
c_ifat,Ifat
c_ifni,Núl
c_igharayn,Igharayn
c_ikhmin,Akhmim
c_ikonion,Ikonion
c_ile,Ile
c_ile_de_france,Paris
c_imeretia,Imereti
c_inbhirnis,Inbhir Nis
c_infa,Shalla
c_innse_gall,Suðreyar
c_inowroclaw,Inowroclaw
c_intarta,Intarta
c_irgiz,Irgiz
c_iskorosten,Iskorosten
c_isle_of_man,Isle of Man
c_istria,Istria
c_itfih,Itfih
c_itil,Itil
c_jacwiez,Volkovysk
c_jaen,Jaen
c_jafara,Jafara
c_jaffa,Jaffa
c_jamtland,Jamtaland
c_jand,Jand
c_jarva,Jarva
c_javakheti,Javakheti
c_jeriska,Jeriska
c_jersey,Jersey
c_jerusalem,Jérusalem
c_jiqeti,Jiqeti
c_jiruft,Jiruft
c_julich,Jülich
c_jylland,Abosysæl
c_kabul,Kábul
c_kadom,Kadom
c_kafirkot,Kafirkot
c_kafrtab,Kafrtab
c_kagha,Kagha
c_kairwan,Qayrawán
c_kaisereia,Kaisareia
c_kaisun,Kaisun
c_kakheti,Kakheti
c_kala,Kala
c_kalanjara,Kalanjara
c_kaliopolis,Kallipolis
c_kaliskie,Kalisz
c_kalpi,Kalpi
c_kandail,Kandabil
c_kandalax,Kandalax
c_kaneia,Khanià
c_kanem,Kanem
c_kangra,Kahlur
c_kano,Kano
c_kanyakubja,Kanyakubja
c_karachev,Karachev
c_karashar,Qarashahr
c_karasu,Karasu
c_karbala,Karbala
c_karelen,Karjala
c_karin,Derdjan
c_karnten,Kärnten
c_karor,Karor
c_kartli,Kartli
c_karur,Karur
c_karvuna,Karvuna
c_kashgar,Kashgar
c_kasmira,Kasmira
c_kasogs,Cherkezistan
c_kassala,Kassala
c_katehar,Katehar
c_kath,Khwárazm
c_kathiri,Hadramawt
c_katsina,Katsina
c_katzenelnbogen,Katzenelbogen
c_kebbi,Kebbi
c_kemi,Kvänland
c_kent,Kent
c_kerak,Kerak
c_kerder,Kerder
c_kerman,Kermán
c_kermanshah,Kermanshah 
c_kexholm,Kexholm
c_khantia,Samar
c_kharija,Kharija
c_kharraqan,Kharraqan
c_khaylam,Khaylam
c_khetaka,Khetaka
c_khojand,Khojand
c_khopyor,Khoper
c_khotan,Khotan
c_khuttal,Khuttal
c_kiel,Kiel
c_kiev,Kiev
c_kildare,Kildare
c_kingui,Kingui
c_kintyre,Kintyre
c_kiri,Kiri
c_kirkuk,Daquqa
c_klarjeti,Klarjeti
c_kleve,Kleve
c_knin,Knin
c_kokshaga,Kokshaga
c_kol,Kol
c_kola,Olonec
c_koln,Köln
c_kolomna,Kolomna
c_koloneia,Koloneia
c_komarom,Komarom
c_komi,Inva
c_koporje,Koporje
c_kopsis,Kopsis
c_korchev,Kerch
c_korcula,Korcula
c_kordofan,Kordofan
c_korinthos,Korinthos
c_korsun,Ros’
c_kostroma,Kostroma
c_kota,Kota
c_kozelsk,Kozelsk
c_kraiburg,Kraiburg
c_krain,Krain
c_krakowskie,Krakow
c_krasso,Krasso
c_krizevci,Vukova
c_kuban,Cuba
c_kucha,Kucha
c_kuenring,Kuenring
c_kufa,Al-Kúfa
c_kujawy,Brzesc
c_kuma,Kuma
c_kumis,Kúmis
c_kunlun,Kunlun
c_kurmanchal,Kurmanchal
c_kurs,Vredecuren
c_kursk,Kursk
c_kutch,Kutch
c_kyunglung,Kyunglung
c_kyzikos,Kyzikos
c_la_mancha,Alarcón
c_la_marche,La Marche
c_laanemaa,Laanemaa
c_labourd,Labourd
c_lahur,Lahur
c_lakhnau,Lakhnau
c_lamghan,Lamghán
c_lancaster,Lancaster
c_landsberg,Landsberg
c_langres,Langres
c_laodikeia,Karía
c_laranda,Laranda
c_larestan,Larestan
c_laroche,La Roche
c_lasta,Lasta
c_lausitz,Oberlausitz
c_lecce,Lecce
c_leczyca,Leczyca
c_ledesma,Ledesma
c_legnica,Legnica
c_leh,Leh
c_leicester,Leicester
c_leiningen,Leiningen
c_leinster,Wexford
c_leiria,Leiria
c_lekia,Lekia
c_lemdiyya,Ashír
c_lemos,Lemos
c_leodhas,Leodhas
c_leon,Leon
c_lepiel,Lepiel aka Lahoysk
c_leptis_magna,Misrata
c_lesbos,Nisia Aigaiou
c_lettigalians,Tholowa
c_leuchtenberg,Leuchtenberg
c_lida,Lida
c_liege,Liege
c_lienz,Lienz
c_lille,Lille
c_limburg,Limburg
c_limerick,Limerick
c_limisol,Lemesos
c_limousin,Limousin
c_lincoln,Lincoln
c_lippe,Lippe
c_lisboa,Lisboa
c_litomerice,Litomerice
c_livs,Saccalia
c_lleida,Lleida
c_logrono,Logrono
c_logudoro,Logudoro
c_lolland,Lolland
c_lombardia,Burgaria
c_loon,Loon
c_lori,Lori
c_loritello,Loritello
c_lothian,Lothian
c_lower_dniepr,Özü
c_lower_don,Orel
c_lower_volga,Qaratayak
c_lubeck,Lübeck
c_lubny,Lubny
c_lubusz,Küstrin
c_lucca,Lucca
c_ludrava,Ludrava
c_lugo,Lugo
c_lukomorie,Tokmak
c_luneburg,Lüneburg
c_luni,Luni
c_luristan,Luristan
c_lusignan,Lusignan
c_lutsk,Lutsk
c_luxembourg,Luxembourg
c_lykandos,Lykandos
c_lykia,Lykía
c_lyon,Lyon
c_lyubech,Lyubech
c_maan,Ma'an
c_macon,Macon
c_macva,Macva
c_madaba,Jarash
c_mafaza,Mafáza
c_magdeburg,Magdeburg
c_mahoba,Mahoba
c_mahra,Mahra
c_maikele_bahr,Maikele Bahr
c_maine,Maine
c_mainz,Mainz
c_makran,Tíz
c_makuria,Makouria
c_malaga,Malaga
c_malal,Malal
c_mali,Mali
c_malkhicho,Malkhicho
c_mallorca,Mallorca
c_malta,Malta
c_manbij,Manbij
c_mandapika,Mandapika
c_mandavyapura,Mandavyapura
c_mandistan,Mandistan
c_manfalut,Manfalut
c_mangyshlak,Mangyshlak
c_manopello,Manopello
c_mansfeld,Mansfeld
c_mansia,Polum
c_mansura,Mansura
c_mantua,San Martino
c_manupura,Manúf
c_manych,Ugru
c_manzikert,Manzikert
c_maragheh,Maragheh
c_mardin,Mardin
c_marienburg,Warmia
c_mark,Mark
c_marmaros,Szatmár
c_marrakech,Marrákush
c_marsan,Marsan
c_marsciano,Marsciano
c_marseille,Marseille
c_marsi,Marsica
c_marsico,Marsico
c_marya,Marya
c_mashkel,Mashkél
c_masin,Masin
c_maskat,Maskat
c_massat,Asfí
c_massina,Massina
c_masyaf,Altair
c_matamma,Agaw
c_mathura,Mathura
c_mazandaran,Ámol
c_mecca,Makka
c_mecklemburg,Mecklemburg
c_medantaka,Medantaka
c_medapata,Medapata
c_medelpad,Sunded
c_medina,Madína
c_medina_del_campo,Medina del Campo
c_medjerda,Súsa
c_meissen,Meissen
c_melitene,Melitene
c_mema,Mema
c_memel,Karšuva
c_menorca,Menorca
c_mertola,Mértola
c_merv,Merv
c_merya,Šošma
c_mesembria,Zagore
c_messina,Geraci
c_methone,Messinia
c_metsepole,Metsepole
c_metz,Metz
c_middlesex,Middlesex
c_milau,Milau
c_minsk,Minsk
c_modena,Modena
c_modica,Modica
c_modigliana,Modigliana
c_modrus,Modrus
c_mohadavasaka,Mohadavasaka
c_molina,Molina
c_molise,Molise
c_mologa,Mologa
c_monemvasia,Lakonia
c_monferrand,Monferrand
c_monreal,Monreal
c_montbeliard,Montbéliard
c_montefeltro,Montefeltro
c_montfort,Montfort
c_montpellier,Melguèlh
c_mora,Mora
c_moray,Moray
c_mordva,Moksha
c_more,Möre
c_mortain,Mortain
c_moskva,Moskva
c_mosul,Mosul
c_mosynopolis,Mosynopolis
c_mountain_cheremisa,Alatyr'
c_moylurg,Moylurg
c_mozhaysk,Mozhaysk
c_mstislavl,Mstislavl
c_muile,Muile
c_multan,Multan
c_munio,Munio
c_munster,Münster
c_murcia,Murcia
c_murom,Murom
c_muscat,Masqat
c_mylasa,Mylasa
c_mzab,Al-Aghwat
c_nadruvia,Nadruvia
c_nafusa,Nafusa
c_nafzawa,Nafzawa
c_nagauda,Nagauda
c_naimisa,Naimisa
c_naissus,Niš
c_najera,Nájera
c_nakhshab,Nakhshab
c_nakur,Nakur
c_namur,Namur
c_nandana,Nandana
c_nandurbar,Nandurbar
c_nantes,Naoned
c_napoli,Acerra
c_narbonne,Narbona
c_narke,Nerike
c_narva,Vironia
c_naryn,Naryn
c_nasikya,Nasikya
c_nassau,Nassau
c_nasya,Nasyá
c_naumadal,Naumdœlfylki
c_navarra,Navarra
c_navasarika,Navasarika
c_naxos,Kykládes
c_nellenburg,Nellenburg
c_neokaisareia,Neokaisareia
c_neopatras,Neai Patrai
c_neuchatel,Neuchâtel
c_neumark,Neumark
c_nevers,Nevers
c_nicosia,Nicosia
c_niebla,Niebla
c_niederbayern,Bogen
c_niederlausitz,Niederlausitz
c_nikaea,Nikaia
c_nikomedeia,Nikomedeia
c_nikopolis,Kran
c_nimes,Nimes
c_nineveh,Ninawa
c_nishapur,Níshápúr
c_nitra,Nyitra
c_nizhny_novgorod,Nizhny Novgorod
c_nordgau,Nordgau
c_nordisland,Norðurland
c_nordland,Norðmœri
c_norfolk,Norfolk
c_north_dvina,Výnva
c_north_frisia,North Frisia
c_northampton,Northampton
c_northeastern_jylland,Northeastern Jylland
c_northern_halland,Northern Halland
c_northern_jylland,Northern Jylland
c_northern_skane,Northern Skane
c_northumberland,Northumberland
c_nottingham,Nottingham
c_novgorod,Novgorod
c_novgorod_seversky,Novgorod Seversky
c_novosil,Novosil
c_nubia,Nubia
c_nurnberg,Nürnberg
c_nyland,Nyland
c_nyssa,Nyssa
c_obardheathain,Obar Dheathain
c_oberbayern,Scheyern
c_ochrid,Ohrid
c_odishi,Odishi
c_oettingen,Öttingen
c_offaly,Offaly
c_okic,Okic
c_oland,Öland
c_oldenburg,Oldenburg
c_oleshye,Boh
c_olomouc,Olomuc
c_olvia,Yedisan
c_omis,Omis
c_onega,Änine
c_opava,Opava
c_opole,Opole
c_oppland,Hringaríki
c_orania,Wahrán
c_orava,Árva
c_orbetello,Pitigliano
c_oriel,Oriel
c_orkney,Orkneyar
c_orleans,Orleans
c_ormond,Waterford
c_oromieh,Oromieh
c_orsha,Krasen
c_ortenberg,Ortenberg
c_orvieto,Vico
c_osel,Osilia
c_osnabruck,Ravensberg
c_ossory,Ossory
c_osterbotten,Österbotten
c_ostergotland,Östergötland
c_osterreich,Österreich
c_ostfriesland,Ostfriesland
c_otrar,Otrár
c_ouadane,Ouadane
c_oualata,Oualata
c_ouled_nail,Bú Sa'íd
c_oversticht,Oversticht
c_oxford,Oxford
c_padova,Padua
c_palencia,Palencia
c_palermo,Palermo
c_pallars,Pallars
c_palmyra,Palmyra
c_pandjgur,Pandjgúr
c_panjikend,Panjikend
c_paphlagonia,Paphlagonia
c_parma,Parma
c_passau,Passau
c_pavia,Pavia
c_pecheneg,Haqmar
c_pecs,Tolna
c_pelusia,Ushmún Tannáh
c_penthievre,Turnagoued
c_perche,Perche
c_peremyshl,Peremyshl
c_peresechen,Podolya
c_pereyaslavl,Pereyaslavl
c_pereyaslavl_zalessky,Pereyaslavl'-Zalesskiy
c_perfeddwlad,Perfeddwlad
c_perigord,Perigord
c_perm,Viser
c_persarmenia,Persarmenia
c_pest,Veszprém
c_petra,Elim
c_pfalz,Pfalz
c_philadelphia,Philadelpheia
c_philan,Philan
c_philippopolis,Plovdiv
c_piacenza,Piacenza
c_pinsk,Pinsk
c_piombino,Santafiora
c_pisa,Pisa
c_pitten,Pitten
c_plasencia,Plasencia
c_plauen,Voigtland
c_plock,Plock
c_plzen,Plzen
c_podlasie,Belsk
c_pogesania,Pogesania
c_poitiers,Poitiers
c_polimlje,Polimlje
c_polotsk,Polotsk
c_polybotos,Phrygía
c_pombia,Pombia
c_pomesania,Pomesania
c_ponthieu,Ponthieu
c_porcien,Porcien
c_porhoet,Porhoet
c_porkhov,Porkhov
c_porto,Oporto
c_powys,Maelor
c_powys_wenwynwyn,Powys Wenwynwyn
c_pozega,Pozega
c_poznanskie,Poznan
c_praha,Praha
c_prato,Prato
c_pressburg,Pozsony
c_prignitz,Prignitz
c_primorje,Primorje
c_prizren,Prizren
c_pronsk,Pronsk
c_provence,Provence
c_prusa,Prousa
c_pskov,Pskov
c_purang,Purang
c_purushapura,Purushapura
c_qashtiliya,Qashtiliya
c_qasribrim,Qasr Ibrim
c_qatar,Qatar
c_qazan,Qazan
c_qazwin,Kazvín
c_qohistan,Káin
c_qom,Qom
c_quattara,Santariya
c_quena,Qusayr
c_quercy,Quercy
c_qus,Qus
c_racha,Racha
c_rafha,Sa'da
c_ragusa,Dubrovnik
c_rajanpur,Rajanpur
c_rama,Rama
c_ranikot,Ranikot
c_ranthambore,Ranthambore
c_rashka,Raška
c_rasht,Rasht
c_ratzeburg,Ratzeburg
c_raumrike,Raumrike
c_ravenna,Ravenna
c_rawamazovia,Rawa
c_rayy,Rayy
c_reggio,Gerace
c_reggionellemilia,Reggio
c_reims,Reims
c_reni,Reni
c_rennes,Roazhon
c_rethel,Réthel
c_reval,Harria
c_rheinfelden,Rheinfelden
c_rhodos,Dodekánisa
c_rhwng,Rhwng Gwy A Hafren
c_ribagorza,Ribagorza
c_richmond,Richmond
c_rilsk,Rilsk
c_rimini,Rimini
c_rinnfriu,Rinn Friu
c_risiom,Risiom
c_rivsharan,Rívshárán
c_rizaion,Rizaion
c_rogaland,Rygjafylki
c_rogliano,Rogliano
c_roma,Roma
c_romny,Latša
c_romny_ukraine,Romny Ukraine
c_romsdal,Romsdal
c_rosello,Rosello
c_roslavl,Roslavl
c_ross,Ross
c_rostock,Rostock
c_rostov,Rostov
c_rouergue,Roergue
c_roufra,Roufra 
c_rudbar,Rudbar
c_rugen,Rügen
c_rukhadj,Rukhádj
c_rummah,Hafar
c_russa,Russa
c_rutland,Rutland
c_rutog,Rutog
c_ruyan,Ruyan
c_ryazan,Riazan'
c_sa,Sa
c_saarbrucken,Saarbrücken
c_sabina,Sabina
c_sabionetta,Sabionetta
c_sacz,Sandec
c_safed,Toron
c_saintonge,Saintonge
c_saintpol,Saintpol
c_sakala,Sakala
c_sala,Sala
c_salamanca,Salamanca
c_salamiyah,Salamiyah
c_salerno,Principato
c_salm,Salm
c_saluzzo,Auriate
c_salzburg,Salzburg
c_samarqand,Samarqand
c_sambhal,Sambhal
c_sambia,Sambi
c_samoyeds,Ižva
c_samsoe,Samsoe
c_samtskhe,Samtskhe
c_sanaa,Sanaa
c_sancerre,Sancerre
c_sandomierskie,Sandomierz
